mark_status,visual_node_no,visual_node_id,station_key,station_name,display_name,line_id,branch_codes,x_px,y_px,x_pct,y_pct,marker_radius_px,is_transfer_station,is_branch_node,label_owner,alias_or_note,memo
완료,213,태릉입구_L6,태릉입구,태릉입구,태릉입구역,6,main,3464,636,67.65625,22.083333333333332,12,True,False,True,,
완료,214,화랑대_L6,화랑대,화랑대,화랑대역,6,main,3664,636,71.5625,22.083333333333332,10,False,False,True,,
완료,215,봉화산_L6,봉화산,봉화산,봉화산역,6,main,3664,792,71.5625,27.500000000000004,10,False,False,True,,
완료,216,신내_L6,신내,신내,신내역,6,main,3664,948,71.5625,32.916666666666664,10,False,True,True,,
완료,217,건대입구_L7,건대입구,건대입구,건대입구역,7,main,2972,1468,58.046875,50.97222222222222,12,True,False,False,,
완료,218,대림_L7,대림,대림,대림역,7,main,1424,1964,27.8125,68.19444444444444,12,True,False,False,,
완료,219,고속터미널_L7,고속터미널,고속터미널,고속터미널역,7,main,2480,1964,48.4375,68.19444444444444,12,True,False,False,,
완료,220,노원_L7,노원,노원,노원역,7,main,3464,356,67.65625,12.36111111111111,12,True,False,False,,
완료,221,이수_L7,이수,이수,이수역,7,main,2200,1964,42.96875,68.19444444444444,12,True,False,False,총신대입구(이수),
완료,222,군자_L7,군자,군자,군자역,7,main,3192,1250,62.34375,43.40277777777778,12,True,False,False,,
완료,223,태릉입구_L7,태릉입구,태릉입구,태릉입구역,7,main,3464,636,67.65625,22.083333333333332,12,True,False,False,,
완료,224,장암_L7,장암,장암,장암역,7,main,3064,408,59.84374999999999,14.166666666666666,10,False,True,True,,
